"command","value","kind","type","default","prefix","module","platform_text","runtime_editable","startup_only","in_default_engine","in_scalability","scalability_group","scalability_sections","current_project_values","test_method","safe_test_values","config_target","test_priority","skip_or_review_reason","baseline_fps","test_fps","fps_delta_percent","quality_impact","recommendation","project_setting_value","notes","usage","help","flags","run_id","map","resolution","avg_gpu_ms","avg_renderthread_ms","avg_gamethread_ms","frames","duration_seconds","hitch_count","profile_csv","fpschart_log","fpschart_html","launch_notes","comparison_method","paired_baseline_fpschart_log","paired_test_fpschart_log","paired_baseline_avg_gpu_ms","paired_test_avg_gpu_ms"
"r.FastBlurThreshold","0","CVar","float","","r","光线追踪","Windows D3D12 SM6 <GPU>","true","false","false","true","true","PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine","","runtime_scalability_candidate","0;3.5;7;10.5","DefaultScalability.ini","P0","","130.97","140.48","7.26","untested","reject_for_now_repeated_pair_loss_or_scene_not_benefiting","","Repeated-pair retest rejected this command; previous positive same-process result was warmup-biased. Invalidated by no-op control r.ScreenPercentage=100 showing +6.65% second-window warmup drift. Retest with improved warmup/control protocol before adoption. Paired A/B same-process result on <BenchmarkMap>: baseline 130.97 FPS, test 140.48 FPS, delta 7.26%. Baseline GPU 4.48 ms, test GPU 4.33 ms. Treat as quality/performance tradeoff until visual review.","r.FastBlurThreshold=0","Defines at what radius the Gaussian blur optimization kicks in (estimated 25% - 40% faster).\n","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_FastBlurThreshold_0_20260616_210850","<BenchmarkMap>","1280x720","4.33","7.11","6.16","280","1.99","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_210850).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.09.38\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.09.38\<BenchmarkMap>-2026.06.16-21.09.38-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.FastBlurThreshold=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_FastBlurThreshold_0.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process_warmup_biased","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.09.36\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.09.38\<BenchmarkMap>-FPS-WindowsEditor.log","4.48","4.33"
"r.MegaLights.FrontLayerTranslucency.Allow","1","CVar","bool","","r","光线追踪","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine","","runtime_scalability_candidate","1","DefaultScalability.ini","P0","","132.40","143.48","8.37","untested","invalid_retest_required_warmup_bias","","Invalidated by no-op control r.ScreenPercentage=100 showing +6.65% second-window warmup drift. Retest with improved warmup/control protocol before adoption. Paired A/B same-process result on <BenchmarkMap>: baseline 132.40 FPS, test 143.48 FPS, delta 8.37%. Baseline GPU 4.14 ms, test GPU 3.98 ms. Treat as quality/performance tradeoff until visual review.","r.MegaLights.FrontLayerTranslucency.Allow=1","Whether the current scalability level allows a dedicated MegaLights pass on the frontmost layer of Translucent Surfaces.  Other layers will use the lower quality Translucency Lighting Volume.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_MegaLights_FrontLayerTranslucency_Allow_1_20260616_210949","<BenchmarkMap>","1280x720","3.98","6.96","5.99","280","1.95","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_210949).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.10.37\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.10.37\<BenchmarkMap>-2026.06.16-21.10.37-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.MegaLights.FrontLayerTranslucency.Allow=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_MegaLights_FrontLayerTranslucency_Allow_1.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process_warmup_biased","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.10.35\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.10.37\<BenchmarkMap>-FPS-WindowsEditor.log","4.14","3.98"
"r.Mobile.SupportInsetShadows","1","CVar","bool","","r","光线追踪","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ShadowQuality@2;ShadowQuality@3","","runtime_scalability_candidate","1","DefaultScalability.ini","P0","","132.65","140.78","6.13","untested","invalid_retest_required_warmup_bias","","Invalidated by no-op control r.ScreenPercentage=100 showing +6.65% second-window warmup drift. Retest with improved warmup/control protocol before adoption. Paired A/B same-process result on <BenchmarkMap>: baseline 132.65 FPS, test 140.78 FPS, delta 6.13%. Baseline GPU 4.48 ms, test GPU 4.40 ms. Treat as quality/performance tradeoff until visual review.","r.Mobile.SupportInsetShadows=1","Enables inset shadows on mobile. Currently not supported on platforms not using ShadowMaskTexture. Default = false.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_Mobile_SupportInsetShadows_1_20260616_211048","<BenchmarkMap>","1280x720","4.40","7.10","6.01","280","1.99","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_211049).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.11.37\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.11.37\<BenchmarkMap>-2026.06.16-21.11.37-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Mobile.SupportInsetShadows=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Mobile_SupportInsetShadows_1.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process_warmup_biased","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.11.34\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.11.37\<BenchmarkMap>-FPS-WindowsEditor.log","4.48","4.40"
"r.ParticleLightQuality","0","CVar","int32","","r","光线追踪","Windows D3D12 SM6 <GPU>","true","false","false","true","true","EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine","","runtime_scalability_candidate","0;1","DefaultScalability.ini","P0","","132.41","141.09","6.56","untested","invalid_retest_required_warmup_bias","","Invalidated by no-op control r.ScreenPercentage=100 showing +6.65% second-window warmup drift. Retest with improved warmup/control protocol before adoption. Paired A/B same-process result on <BenchmarkMap>: baseline 132.41 FPS, test 141.09 FPS, delta 6.56%. Baseline GPU 4.41 ms, test GPU 4.40 ms. Treat as quality/performance tradeoff until visual review.","r.ParticleLightQuality=0","0: No lights. 1:Only simple lights. 2:Simple+HQ lights","ECVF_Scalability","ab_r_ParticleLightQuality_0_20260616_211148","<BenchmarkMap>","1280x720","4.40","7.08","6.01","280","1.98","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_211148).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.12.36\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.12.36\<BenchmarkMap>-2026.06.16-21.12.36-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.ParticleLightQuality=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_ParticleLightQuality_0.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process_warmup_biased","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.12.33\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.12.36\<BenchmarkMap>-FPS-WindowsEditor.log","4.41","4.40"
"r.PathTracing.Denoiser.Prepass.RankedLuminanceVariance","1","CVar","int32","","r","光线追踪","Windows D3D12 SM6 <GPU>","true","false","true","false","false","","","runtime_renderer_setting_candidate","0;1","DefaultEngine.ini [/Script/Engine.RendererSettings]","P0","","131.88","141.99","7.67","untested","invalid_retest_required_warmup_bias","","Invalidated by no-op control r.ScreenPercentage=100 showing +6.65% second-window warmup drift. Retest with improved warmup/control protocol before adoption. Paired A/B same-process result on <BenchmarkMap>: baseline 131.88 FPS, test 141.99 FPS, delta 7.67%. Baseline GPU 4.42 ms, test GPU 4.41 ms. Treat as quality/performance tradeoff until visual review.","r.PathTracing.Denoiser.Prepass.RankedLuminanceVariance=1","Select the luminance type when calculating the variance:\n","ECVF_RenderThreadSafe","ab_r_PathTracing_Denoiser_Prepass_RankedLuminanceVariance_1_20260616_211247","<BenchmarkMap>","1280x720","4.41","7.03","6.07","280","1.97","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_211247).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.13.35\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.13.35\<BenchmarkMap>-2026.06.16-21.13.35-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.PathTracing.Denoiser.Prepass.RankedLuminanceVariance=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_PathTracing_Denoiser_Prepass_RankedLuminanceVariance_1.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","paired_ab_same_process_warmup_biased","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.13.32\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.13.35\<BenchmarkMap>-FPS-WindowsEditor.log","4.42","4.41"
"r.ScreenPercentage","100","CVar","float","","r","Control / No-op","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ResolutionQuality","","runtime_control_noop","100","Do not adopt; control row only","CONTROL","","132.05","140.83","6.65","No-op control: setting screen percentage to baseline 100 should not improve FPS materially.","invalid_control_do_not_adopt_protocol_unstable","100","Control/no-op row only. Material non-zero delta indicates the current measurement window is unstable for adoption decisions. Invalidated by no-op control r.ScreenPercentage=100 showing +6.65% second-window warmup drift. Retest with improved warmup/control protocol before adoption. Paired A/B same-process result on <BenchmarkMap>: baseline 132.05 FPS, test 140.83 FPS, delta 6.65%. Baseline GPU 4.40 ms, test GPU 4.30 ms. Treat as quality/performance tradeoff until visual review.","r.ScreenPercentage=100","Control row only.","","ab_r_ScreenPercentage_100_20260616_211423","<BenchmarkMap>","1280x720","4.30","7.09","6.12","280","1.99","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_211423).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.15.13\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.15.13\<BenchmarkMap>-2026.06.16-21.15.13-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.ScreenPercentage=100 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_ScreenPercentage_100.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","control_noop_protocol_unstable","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.15.10\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.15.13\<BenchmarkMap>-FPS-WindowsEditor.log","4.40","4.30"
"r.ScreenPercentage","100","CVar","float","","r","Control / No-op","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ResolutionQuality","","runtime_control_noop","100","Do not adopt; control row only","CONTROL","","149.29","131.02","-12.24","No-op control: setting screen percentage to baseline 100 should not improve FPS materially.","invalid_control_do_not_adopt_protocol_unstable","100","Control/no-op row only. Material non-zero delta indicates the current measurement window is unstable for adoption decisions. Paired A/B same-process result on <BenchmarkMap>: baseline 149.29 FPS, test 131.02 FPS, delta -12.24%. Baseline GPU 4.36 ms, test GPU 4.84 ms. Treat as quality/performance tradeoff until visual review.","r.ScreenPercentage=100","Control row only.","","ab_r_ScreenPercentage_100_20260616_212434","<BenchmarkMap>","1280x720","4.84","7.49","6.07","280","2.14","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_212434).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.25.28\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.25.28\<BenchmarkMap>-2026.06.16-21.25.28-FPS-WindowsEditor.html","Paired A/B same process with delayed warmup: baseline frames 300-580, set r.ScreenPercentage=100 at frame 640, test frames 660-940, quit frame 970. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_ScreenPercentage_100.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","control_noop_protocol_unstable","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.25.26\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.25.28\<BenchmarkMap>-FPS-WindowsEditor.log","4.36","4.84"
"r.VSync","0","CVar","int","","r","Control / No-op","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_control_noop","0","Do not adopt; control row only","CONTROL","","124.94","121.20","-2.99","No-op control: r.VSync is already forced to 0 in launch ExecCmds.","invalid_control_do_not_adopt_protocol_unstable","0","Control/no-op row only. Material non-zero delta indicates the current measurement window is unstable for adoption decisions. Paired A/B same-process result on <BenchmarkMap>: baseline 124.94 FPS, test 121.20 FPS, delta -2.99%. Baseline GPU 4.67 ms, test GPU 4.59 ms. Treat as quality/performance tradeoff until visual review.","r.VSync=0","Control row only.","","ab_r_VSync_0_20260616_212602","<BenchmarkMap>","1280x720","4.59","8.00","7.94","280","2.31","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_212602).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.26.55\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.26.55\<BenchmarkMap>-2026.06.16-21.26.55-FPS-WindowsEditor.html","Paired A/B same process with delayed warmup: baseline frames 300-580, set r.VSync=0 at frame 640, test frames 660-940, quit frame 970. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_VSync_0.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","control_noop_protocol_unstable","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.26.53\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.26.55\<BenchmarkMap>-FPS-WindowsEditor.log","4.67","4.59"
"r.VSync","0","CVar","int","","r","Control / No-op","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_control_noop","0","Do not adopt; control row only","CONTROL","","161.46","137.32","-14.95","No-op control: r.VSync is already forced to 0 in launch ExecCmds.","invalid_control_do_not_adopt_protocol_unstable","0","Control/no-op row only. Material non-zero delta indicates the current measurement window is unstable for adoption decisions. Paired A/B same-process result on <BenchmarkMap>: baseline 161.46 FPS, test 137.32 FPS, delta -14.95%. Baseline GPU 3.92 ms, test GPU 4.33 ms. Treat as quality/performance tradeoff until visual review.","r.VSync=0","Control row only.","","ab_r_VSync_0_20260616_212733","<BenchmarkMap>","1280x720","4.33","7.16","6.54","280","2.04","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_212733).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.28.26\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.28.26\<BenchmarkMap>-2026.06.16-21.28.26-FPS-WindowsEditor.html","Paired A/B same process with delayed warmup: baseline frames 620-900, set r.VSync=0 at frame 960, test frames 980-1260, quit frame 1290. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_VSync_0.log Process did not exit before timeout after both FPSChart windows were captured; forced exit after capture and kept the result.","control_noop_protocol_unstable","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.28.24\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.28.26\<BenchmarkMap>-FPS-WindowsEditor.log","3.92","4.33"
"r.VSync","0","CVar","int","","r","Control / No-op","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_control_noop","0","Do not adopt; control row only","CONTROL","","141.92","138.38","-2.49","No-op control: r.VSync is already forced to 0 in launch ExecCmds.","invalid_retest_required_aab_control_drift","0","A/A/B same-process result on <BenchmarkMap>: A1 164.04 FPS, A2 141.92 FPS, control delta -13.48%, B 138.38 FPS, command delta vs A2 -2.49%. Control threshold +/-2.00%.","r.VSync=0","Control row only.","","aab_r_VSync_0_20260616_214138","<BenchmarkMap>","1280x720","4.45","7.21","5.98","280","2.02","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_214138).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.42.29\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.42.29\<BenchmarkMap>-2026.06.16-21.42.29-FPS-WindowsEditor.html","A/A/B same process: A1 frames 300-580, A2 frames 620-900, set r.VSync=0 at frame 960, B frames 980-1260, quit frame 1290. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AAB_r_VSync_0.log Process was forced closed after all three FPSChart windows were captured.","aab_control_drift_unstable","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.42.27\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-21.42.29\<BenchmarkMap>-FPS-WindowsEditor.log","4.32","4.45"
